theme_id,theme_name,code,name
445,2차전지(장비),320000,한울반도체
445,2차전지(장비),333620,엔시스
445,2차전지(장비),372170,윤성에프앤씨
445,2차전지(장비),378340,필에너지
445,2차전지(장비),382480,지아이텍
445,2차전지(장비),382840,원준
445,2차전지(장비),413390,엠오티
445,2차전지(장비),432470,케이엔에스
445,2차전지(장비),452190,한빛레이저
445,2차전지(장비),452200,민테크
445,2차전지(장비),455180,케이지에이
445,2차전지(장비),469750,아이비젼웍스
445,2차전지(장비),480370,씨케이솔루션
472,2차전지(전고체),006400,삼성SDI
472,2차전지(전고체),009150,삼성전기
472,2차전지(전고체),011500,한농화성
472,2차전지(전고체),020150,롯데에너지머티리얼즈
472,2차전지(전고체),025900,동화기업
472,2차전지(전고체),049950,미래컴퍼니
472,2차전지(전고체),055490,테이팩스
472,2차전지(전고체),059090,미코
472,2차전지(전고체),078600,대주전자재료
472,2차전지(전고체),083930,아바코
472,2차전지(전고체),096770,SK이노베이션
472,2차전지(전고체),131400,이브이첨단소재
472,2차전지(전고체),222080,SFA넥셀
472,2차전지(전고체),259630,엠플러스
472,2차전지(전고체),267320,나인테크
472,2차전지(전고체),277880,티에스아이
472,2차전지(전고체),278280,천보
472,2차전지(전고체),281740,레이크머티리얼즈
472,2차전지(전고체),282880,코윈테크
472,2차전지(전고체),294140,레몬
472,2차전지(전고체),299030,하나기술
472,2차전지(전고체),307180,아이엘
472,2차전지(전고체),317330,덕산테코피아
472,2차전지(전고체),357550,석경에이티
472,2차전지(전고체),361610,SK아이이테크놀로지
472,2차전지(전고체),373220,LG에너지솔루션
472,2차전지(전고체),382840,원준
472,2차전지(전고체),413390,엠오티
472,2차전지(전고체),452200,민테크
472,2차전지(전고체),457190,이수스페셜티케미컬
326,3D 프린터,033200,모아텍
326,3D 프린터,039440,에스티아이
326,3D 프린터,048770,TPC로보틱스
326,3D 프린터,090360,로보스타
326,3D 프린터,090710,휴림로봇
326,3D 프린터,099440,스맥
326,3D 프린터,104540,코렌텍
326,3D 프린터,126700,하이비젼시스템
326,3D 프린터,246710,티앤알바이오팹
326,3D 프린터,376900,로킷헬스케어
326,3D 프린터,474650,링크솔루션
373,5G(5세대 이동통신),005930,삼성전자
373,5G(5세대 이동통신),007660,이수페타시스
373,5G(5세대 이동통신),010170,대한광통신
373,5G(5세대 이동통신),017670,SK텔레콤
373,5G(5세대 이동통신),030200,KT
373,5G(5세대 이동통신),032500,케이엠더블유
373,5G(5세대 이동통신),032640,LG유플러스
373,5G(5세대 이동통신),035460,기산텔레콤
373,5G(5세대 이동통신),037460,삼지전자
373,5G(5세대 이동통신),046970,우리로
373,5G(5세대 이동통신),049080,기가레인
373,5G(5세대 이동통신),050890,쏠리드
373,5G(5세대 이동통신),052460,아이크래프트
373,5G(5세대 이동통신),056360,코위버
373,5G(5세대 이동통신),060370,LS마린솔루션
373,5G(5세대 이동통신),061040,알에프텍
373,5G(5세대 이동통신),062970,한국첨단소재
373,5G(5세대 이동통신),065440,이루온
